"studentId","admissionNumber","rollNumber","firstName","lastName","gender","dateOfBirth","age","class","section","bloodGroup","religion","nationality","fatherName","motherName","guardianName","parentMobileNumber","parentEmail","completeAddress","city","province","postalCode","admissionDate","attendancePercentage","subjectWiseMarks.English","subjectWiseMarks.Urdu","subjectWiseMarks.Mathematics","subjectWiseMarks.General Knowledge","subjectWiseMarks.General Science","subjectWiseMarks.Social Studies","subjectWiseMarks.History_Geography","subjectWiseMarks.Computer Education","subjectWiseMarks.Physics","subjectWiseMarks.Chemistry","subjectWiseMarks.Biology","subjectWiseMarks.Computer Science","subjectWiseMarks.Pakistan Studies","subjectWiseMarks.Islamiat","subjectWiseMarks.Ethics","totalMarksObtained","maxPossibleMarks","percentage","grade","passFailStatus","feeStatus","transport","hostel","medicalNotes","username","password","createdAt","updatedAt"
"STD407225","ADM174599", 6,"Junaid","Ali","Male","2013-12-17",13,"Class 7","A","A-","Islam","Pakistani","Asad Ali","Sobia Ali","Asad Ali","+923018075515","asadali21@gmail.com","House No. 418, Avenue 10, Iqbal Town","Lahore","Punjab","54000","2020-04-05","79%",72,95,89,NA,79,NA, 35, 53,NA,NA,NA,NA,NA,35,NA,458,700,65.43,"B","Pass","Unpaid","Self","No","Allergic to penicillin.","junaid.ali","2i2mmONcQA","2026-07-16T19:18:36.291Z","2026-07-16T19:18:36.291Z"
"STD232973","ADM810482", 7,"Mehak","Farooqi","Female","2014-12-20",12,"Class 7","A","AB+","Christianity","Pakistani","Hamza Farooqi","Mehak Farooqi","Hamza Farooqi","+923028662618","hamzafarooqi60@gmail.com","House No. 319, Road 11, North Nazimabad","Karachi","Sindh","74200","2020-04-05","98%",40,97,42,NA,42,NA, 98, 55,NA,NA,NA,NA,NA,NA,92,466,700,66.57,"B","Pass","Paid","School Van","No","No known medical conditions or allergies.","mehak.farooqi929","5wg2c3EsPY","2026-07-16T19:18:36.291Z","2026-07-16T19:18:36.291Z"
"STD172328","ADM446066", 8,"Nabeel","Jamil","Male","2013-12-09",13,"Class 7","A","B-","Islam","Pakistani","Fahad Jamil","Sadia Jamil","Fahad Jamil","+923335028072","fahadjamil69@gmail.com","House No. 387, Avenue 14, Defense (DHA)","Karachi","Sindh","74200","2020-04-05","82%",40,35,76,NA,73,NA, 58, 85,NA,NA,NA,NA,NA,37,NA,404,700,57.71,"C","Pass","Paid","Self","No","No medical conditions.","nabeel.jamil","tzLA46Pllr","2026-07-16T19:18:36.291Z","2026-07-16T19:18:36.291Z"
"STD047691","ADM804491", 9,"Nida","Zaidi","Female","2013-04-04",13,"Class 7","A","A+","Islam","Pakistani","Usman Zaidi","Saba Zaidi","Usman Zaidi","+923338685778","usmanzaidi18@gmail.com","House No. 416, Street 13, Cantt","Multan","Punjab","60000","2020-04-05","78%",94,56,100,NA,59,NA, 96, 99,NA,NA,NA,NA,NA,56,NA,560,700,80.00,"A+","Pass","Paid","Self","No","Mild seasonal asthma; carries inhaler.","nida.zaidi","bgzQR7qbEk","2026-07-16T19:18:36.291Z","2026-07-16T19:18:36.291Z"
"STD649530","ADM243200",10,"Waqas","Naqvi","Male","2014-02-18",12,"Class 7","A","A+","Hinduism","Pakistani","Daniyal Naqvi","Mariam Naqvi","Daniyal Naqvi","+923004710552","daniyalnaqvi30@gmail.com","House No. 155, Avenue 6, Samungli Road","Quetta","Balochistan","87300","2020-04-05","92%",82,65,67,NA,49,NA, 73, 60,NA,NA,NA,NA,NA,NA,85,481,700,68.71,"B","Pass","Paid","Self","No","No known medical conditions or allergies.","waqas.naqvi","Im080UNxEM","2026-07-16T19:18:36.291Z","2026-07-16T19:18:36.291Z"
"STD936072","ADM409545",11,"Asad","Shah","Male","2013-12-14",13,"Class 7","B","A-","Islam","Pakistani","Zain Shah","Iqra Shah","Zain Shah","+923458246450","zainshah59@gmail.com","House No. 397, Road 11, Defense (DHA)","Karachi","Sindh","74200","2020-04-05","87%",95,59,80,NA,42,NA, 44, 84,NA,NA,NA,NA,NA,90,NA,494,700,70.57,"A","Pass","Paid","Self","No","Mild seasonal asthma; carries inhaler.","asad.shah","$0@ykGPwp6","2026-07-16T19:18:36.291Z","2026-07-16T19:18:36.291Z"
"STD284590","ADM515308",12,"Hussain","Butt","Male","2014-09-26",12,"Class 7","B","O-","Islam","Pakistani","Faisal Butt","Mahnoor Butt","Arsalan Butt","+923213373178","faisalbutt59@gmail.com","House No. 451, Lane 6, Peshawar Cantt","Peshawar","Khyber Pakhtunkhwa","25000","2020-04-05","100%",37,74,90,NA,56,NA, 68, 67,NA,NA,NA,NA,NA,38,NA,430,700,61.43,"B","Pass","Paid","Self","No","Wears corrective lenses/glasses.","hussain.butt","70X4El3qqD","2026-07-16T19:18:36.291Z","2026-07-16T19:18:36.291Z"
"STD920363","ADM322869",13,"Iqra","Qureshi","Female","2014-02-13",12,"Class 7","B","AB+","Islam","Pakistani","Omar Qureshi","Mariam Qureshi","Omar Qureshi","+923003942601","omarqureshi87@gmail.com","House No. 3, Street 10, Hayatabad Phase 1","Peshawar","Khyber Pakhtunkhwa","25000","2020-04-05","72%",38,86,70,NA,86,NA, 33, 48,NA,NA,NA,NA,NA,59,NA,420,700,60.00,"B","Pass","Paid","School Van","No","No medical conditions.","iqra.qureshi","pcFh4nZJCK","2026-07-16T19:18:36.291Z","2026-07-16T19:18:36.291Z"
"STD606062","ADM006394",14,"Areeba","Malik","Female","2013-04-02",13,"Class 7","B","A-","Hinduism","Pakistani","Zeeshan Malik","Khadija Malik","Zeeshan Malik","+923455656616","zeeshanmalik14@gmail.com","House No. 141, Road 5, Sector G-11","Islamabad","Islamabad Capital Territory","44000","2020-04-05","96%",51,63,67,NA,72,NA, 71, 63,NA,NA,NA,NA,NA,NA,54,441,700,63.00,"B","Pass","Paid","Self","No","No known medical conditions or allergies.","areeba.malik443","scREvaNSl9","2026-07-16T19:18:36.291Z","2026-07-16T19:18:36.291Z"
"STD660030","ADM756215",15,"Khadija","Abbasi","Female","2013-11-04",13,"Class 7","B","B+","Islam","Pakistani","Raza Abbasi","Anum Abbasi","Raza Abbasi","+923453020583","razaabbasi95@gmail.com","House No. 200, Lane 13, Samanabad","Faisalabad","Punjab","38000","2020-04-05","100%",83,39,61,NA,61,NA, 46, 77,NA,NA,NA,NA,NA,60,NA,427,700,61.00,"B","Pass","Paid","School Van","No","No known medical conditions or allergies.","khadija.abbasi434","XgHcdN$hEd","2026-07-16T19:18:36.291Z","2026-07-16T19:18:36.291Z"
"STD349837","ADM542564",16,"Ushna","Qureshi","Female","2013-02-08",13,"Class 7","B","A+","Islam","Pakistani","Raza Qureshi","Saba Qureshi","Raza Qureshi","+923012956812","razaqureshi44@gmail.com","House No. 432, Sector-Street 13, University Town","Peshawar","Khyber Pakhtunkhwa","25000","2020-04-05","75%",82,46,77,NA,95,NA, 75, 93,NA,NA,NA,NA,NA,46,NA,514,700,73.43,"A","Pass","Paid","School Van","No","Allergic to penicillin.","ushna.qureshi","6t3RfuDnPj","2026-07-16T19:18:36.291Z","2026-07-16T19:18:36.291Z"
"STD521591","ADM892624",17,"Ahmed","Yousafzai","Male","2013-02-11",13,"Class 7","B","AB+","Islam","Pakistani","Talha Yousafzai","Mehak Yousafzai","Talha Yousafzai","+923451633997","talhayousafzai14@gmail.com","House No. 489, Street 9, Warsak Road","Peshawar","Khyber Pakhtunkhwa","25000","2020-04-05","83%",77,71,71,NA,46,NA, 50, 74,NA,NA,NA,NA,NA,44,NA,433,700,61.86,"B","Pass","Paid","Self","No","Allergic to peanuts.","ahmed.yousafzai","78Froxtq!J","2026-07-16T19:18:36.291Z","2026-07-16T19:18:36.291Z"
"STD630618","ADM875192",18,"Bilal","Ali","Male","2014-07-21",12,"Class 7","B","B-","Islam","Pakistani","Usman Ali","Sidra Ali","Nabeel Ali","+923219884513","usmanali88@gmail.com","House No. 144, Street 5, Sector I-8","Islamabad","Islamabad Capital Territory","44000","2020-04-05","85%",80,71,85,NA,33,NA, 84, 76,NA,NA,NA,NA,NA,47,NA,476,700,68.00,"B","Pass","Paid","School Van","No","Allergic to peanuts.","bilal.ali","ASriP9C2vX","2026-07-16T19:18:36.291Z","2026-07-16T19:18:36.291Z"
"STD649133","ADM363378",19,"Sadia","Naqvi","Female","2013-07-26",13,"Class 7","B","AB-","Christianity","Pakistani","Hussain Naqvi","Fiza Naqvi","Hussain Naqvi","+923014338089","hussainnaqvi80@gmail.com","House No. 221, Sector-Street 4, Gulistan Colony","Faisalabad","Punjab","38000","2020-04-05","96%",55,64,57,NA,80,NA, 49, 98,NA,NA,NA,NA,NA,NA,58,461,700,65.86,"B","Pass","Paid","School Van","No","Mild dust allergy.","sadia.naqvi","DRVYrYs648","2026-07-16T19:18:36.291Z","2026-07-16T19:18:36.291Z"
"STD486072","ADM599524",20,"Adnan","Ali","Male","2014-08-04",12,"Class 7","B","B+","Hinduism","Pakistani","Omar Ali","Hira Ali","Omar Ali","+923456232121","omarali76@gmail.com","House No. 267, Lane 15, Madina Town","Faisalabad","Punjab","38000","2020-04-05","97%",45,72,35,NA,51,NA, 94, 91,NA,NA,NA,NA,NA,NA,65,453,700,64.71,"B","Pass","Paid","Self","No","Mild dust allergy.","adnan.ali","aPTV1qLuz$","2026-07-16T19:18:36.291Z","2026-07-16T19:18:36.291Z"
"STD572571","ADM459662",21,"Arsalan","Ahmed","Male","2013-09-26",13,"Class 7","C","B-","Islam","Pakistani","Kamran Ahmed","Sobia Ahmed","Kamran Ahmed","+923011370684","kamranahmed89@gmail.com","House No. 318, Road 1, Gari Khata","Hyderabad","Sindh","71000","2020-04-05","71%",62,56,94,NA,65,NA, 33, 95,NA,NA,NA,NA,NA,83,NA,488,700,69.71,"B","Pass","Paid","Self","No","Mild dust allergy.","arsalan.ahmed","uj!gcTEUhh","2026-07-16T19:18:36.291Z","2026-07-16T19:18:36.291Z"
"STD136757","ADM225760",22,"Hussain","Ali","Male","2014-03-03",12,"Class 7","C","AB-","Islam","Pakistani","Abdullah Ali","Zainab Ali","Abdullah Ali","+923015808354","abdullahali57@gmail.com","House No. 31, Road 3, Satellite Town","Quetta","Balochistan","87300","2020-04-05","70%",79,90,83,NA,39,NA, 86, 41,NA,NA,NA,NA,NA,72,NA,490,700,70.00,"A","Pass","Paid","School Van","No","Allergic to penicillin.","hussain.ali976","QrEedw9T$B","2026-07-16T19:18:36.291Z","2026-07-16T19:18:36.291Z"
"STD690900","ADM037568",23,"Aamir","Hashmi","Male","2014-04-10",12,"Class 7","C","O-","Islam","Pakistani","Fahad Hashmi","Javerya Hashmi","Faisal Hashmi","+923023986761","fahadhashmi40@gmail.com","House No. 9, Avenue 14, Shah Rukn-e-Alam","Multan","Punjab","60000","2020-04-05","93%",49,92,82,NA,92,NA, 67, 46,NA,NA,NA,NA,NA,83,NA,511,700,73.00,"A","Pass","Unpaid","Self","No","No medical conditions.","aamir.hashmi","eo690ieVCN","2026-07-16T19:18:36.291Z","2026-07-16T19:18:36.291Z"
"STD203098","ADM855102",24,"Kamran","Chaudhry","Male","2013-02-06",13,"Class 7","C","A-","Christianity","Pakistani","Mustafa Chaudhry","Kiran Chaudhry","Mustafa Chaudhry","+923335413015","mustafachaudhry50@gmail.com","House No. 41, Street 5, Gari Khata","Hyderabad","Sindh","71000","2020-04-05","81%",86,94,80,NA,92,NA, 73, 52,NA,NA,NA,NA,NA,NA,74,551,700,78.71,"A","Pass","Paid","School Van","No","Mild dust allergy.","kamran.chaudhry","vbPwmspPpD","2026-07-16T19:18:36.291Z","2026-07-16T19:18:36.291Z"
"STD335242","ADM479998",25,"Saba","Mughal","Female","2014-02-18",12,"Class 7","C","O+","Christianity","Pakistani","Omar Mughal","Bushra Mughal","Hussain Mughal","+923217491909","omarmughal63@gmail.com","House No. 435, Street 3, North Nazimabad","Karachi","Sindh","74200","2020-04-05","68%",76,37,57,NA,92,NA, 95, 91,NA,NA,NA,NA,NA,NA,91,539,700,77.00,"A","Pass","Unpaid","Self","No","No medical conditions.","saba.mughal655","uuqVcdvnvS","2026-07-16T19:18:36.291Z","2026-07-16T19:18:36.291Z"
"STD325750","ADM974644",26,"Khadija","Abbasi","Female","2014-05-28",12,"Class 7","C","O-","Islam","Pakistani","Hussain Abbasi","Fatima Abbasi","Hussain Abbasi","+923334139728","hussainabbasi28@gmail.com","House No. 142, Sector-Street 5, University Town","Peshawar","Khyber Pakhtunkhwa","25000","2020-04-05","84%",34,72,80,NA,51,NA, 68, 51,NA,NA,NA,NA,NA,72,NA,428,700,61.14,"B","Pass","Paid","School Van","No","No medical conditions.","khadija.abbasi63","shiKWwbbdN","2026-07-16T19:18:36.291Z","2026-07-16T19:18:36.291Z"
"STD511293","ADM875044",27,"Ahmed","Mughal","Male","2014-02-24",12,"Class 7","C","B-","Christianity","Pakistani","Ahmed Mughal","Mahnoor Mughal","Ahmed Mughal","+923009953377","ahmedmughal42@gmail.com","House No. 441, Sector-Street 2, Hayatabad Phase 1","Peshawar","Khyber Pakhtunkhwa","25000","2020-04-05","83%",76,44,61,NA,40,NA, 52, 40,NA,NA,NA,NA,NA,NA,37,350,700,50.00,"C","Pass","Paid","School Van","No","No medical conditions.","ahmed.mughal","OTMsgPdqPf","2026-07-16T19:18:36.291Z","2026-07-16T19:18:36.291Z"
"STD130576","ADM254077",28,"Fatima","Shah","Female","2013-04-23",13,"Class 7","C","A+","Islam","Pakistani","Bilal Shah","Khadija Shah","Bilal Shah","+923025304198","bilalshah36@gmail.com","House No. 499, Avenue 15, Sector G-11","Islamabad","Islamabad Capital Territory","44000","2020-04-05","80%",85,40,68,NA,76,NA, 86, 51,NA,NA,NA,NA,NA,84,NA,490,700,70.00,"A","Pass","Paid","Self","No","No medical conditions.","fatima.shah","eXGy$Gd3ts","2026-07-16T19:18:36.291Z","2026-07-16T19:18:36.291Z"
"STD939623","ADM297079",29,"Wajiha","Butt","Female","2014-12-10",12,"Class 7","C","O+","Islam","Pakistani","Raza Butt","Khadija Butt","Raza Butt","+923333001986","razabutt25@gmail.com","House No. 33, Road 9, Adyala Road","Rawalpindi","Punjab","46000","2020-04-05","99%",36,42,89,NA,62,NA, 47, 46,NA,NA,NA,NA,NA,88,NA,410,700,58.57,"C","Pass","Paid","Self","Yes","Wears corrective lenses/glasses.","wajiha.butt407","C@jPtWhmce","2026-07-16T19:18:36.291Z","2026-07-16T19:18:36.291Z"
"STD852171","ADM431173",30,"Bushra","Ali","Female","2014-04-25",12,"Class 7","C","O+","Hinduism","Pakistani","Nabeel Ali","Ayesha Ali","Nabeel Ali","+923333484166","nabeelali83@gmail.com","House No. 360, Lane 12, Sector G-11","Islamabad","Islamabad Capital Territory","44000","2020-04-05","77%",85,46,60,NA,76,NA, 37, 77,NA,NA,NA,NA,NA,NA,97,478,700,68.29,"B","Pass","Paid","Self","No","No known medical conditions or allergies.","bushra.ali","Dy4UAZAXCn","2026-07-16T19:18:36.291Z","2026-07-16T19:18:36.291Z"
"STD602901","ADM708217", 1,"Zain","Mughal","Male","2012-02-23",14,"Class 8","A","A+","Islam","Pakistani","Arsalan Mughal","Sadia Mughal","Arsalan Mughal","+923018879872","arsalanmughal30@gmail.com","House No. 450, Street 2, Sector F-10","Islamabad","Islamabad Capital Territory","44000","2019-04-05","100%",34,52,68,NA,86,NA, 48, 85,NA,NA,NA,NA,NA,45,NA,418,700,59.71,"C","Pass","Unpaid","Self","No","No medical conditions.","zain.mughal","VpG0nfpvRA","2026-07-16T19:18:36.291Z","2026-07-16T19:18:36.291Z"
"STD966547","ADM831564", 2,"Ahmed","Shah","Male","2013-10-09",13,"Class 8","A","B+","Hinduism","Pakistani","Hamza Shah","Anum Shah","Hamza Shah","+923123003657","hamzashah26@gmail.com","House No. 482, Sector-Street 8, Sector F-10","Islamabad","Islamabad Capital Territory","44000","2019-04-05","95%",51,70,49,NA,99,NA, 47, 68,NA,NA,NA,NA,NA,NA,94,478,700,68.29,"B","Pass","Unpaid","School Van","Yes","Allergic to peanuts.","ahmed.shah","@epGXHj$zz","2026-07-16T19:18:36.291Z","2026-07-16T19:18:36.291Z"
"STD327718","ADM884075", 3,"Hamza","Raza","Male","2013-07-03",13,"Class 8","A","B-","Islam","Pakistani","Ahmed Raza","Areeba Raza","Ahmed Raza","+923027602343","ahmedraza72@gmail.com","House No. 425, Avenue 8, Gulistan Colony","Faisalabad","Punjab","38000","2019-04-05","80%",70,52,33,NA,69,NA, 98, 41,NA,NA,NA,NA,NA,55,NA,418,700,59.71,"C","Pass","Paid","Self","No","Wears corrective lenses/glasses.","hamza.raza","DoZCLxkNrD","2026-07-16T19:18:36.291Z","2026-07-16T19:18:36.291Z"
"STD943849","ADM151881", 4,"Adnan","Ansari","Male","2013-04-13",13,"Class 8","A","AB-","Islam","Pakistani","Nabeel Ansari","Rimsha Ansari","Nabeel Ansari","+923334609638","nabeelansari41@gmail.com","House No. 354, Street 8, Adyala Road","Rawalpindi","Punjab","46000","2019-04-05","78%",47,93,69,NA,46,NA, 59, 90,NA,NA,NA,NA,NA,96,NA,500,700,71.43,"A","Pass","Paid","Self","No","Allergic to peanuts.","adnan.ansari","rsAPYL3bNA","2026-07-16T19:18:36.291Z","2026-07-16T19:18:36.291Z"
"STD834546","ADM556722", 5,"Zainab","Sheikh","Female","2013-01-22",13,"Class 8","A","B-","Islam","Pakistani","Ali Sheikh","Sobia Sheikh","Ali Sheikh","+923213836984","alisheikh78@gmail.com","House No. 97, Sector-Street 4, North Nazimabad","Karachi","Sindh","74200","2019-04-05","69%",42,53,55,NA,93,NA, 59, 82,NA,NA,NA,NA,NA,71,NA,455,700,65.00,"B","Pass","Paid","Self","No","Wears corrective lenses/glasses.","zainab.sheikh","uAl66A8Mt6","2026-07-16T19:18:36.292Z","2026-07-16T19:18:36.292Z"
"STD681008","ADM797990", 6,"Saad","Shah","Male","2012-08-23",14,"Class 8","A","A-","Islam","Pakistani","Waqas Shah","Areeba Shah","Saad Shah","+923012593349","waqasshah94@gmail.com","House No. 29, Lane 15, Gari Khata","Hyderabad","Sindh","71000","2019-04-05","69%",42,37,69,NA,95,NA, 64, 52,NA,NA,NA,NA,NA,40,NA,399,700,57.00,"C","Pass","Paid","Self","No","Mild seasonal asthma; carries inhaler.","saad.shah910","SSM1wwicb@","2026-07-16T19:18:36.292Z","2026-07-16T19:18:36.292Z"
"STD242824","ADM101717", 7,"Hamza","Siddiqui","Male","2013-06-23",13,"Class 8","A","A-","Islam","Pakistani","Aamir Siddiqui","Sidra Siddiqui","Shahzaib Siddiqui","+923008852722","aamirsiddiqui35@gmail.com","House No. 331, Lane 13, Defense (DHA)","Karachi","Sindh","74200","2019-04-05","98%",99,97,58,NA,42,NA, 87, 81,NA,NA,NA,NA,NA,99,NA,563,700,80.43,"A+","Pass","Paid","Self","No","No known medical conditions or allergies.","hamza.siddiqui","INR1BJh8oM","2026-07-16T19:18:36.292Z","2026-07-16T19:18:36.292Z"
"STD629032","ADM910196", 8,"Fahad","Ahmed","Male","2012-01-05",14,"Class 8","A","AB-","Islam","Pakistani","Adnan Ahmed","Hira Ahmed","Abdullah Ahmed","+923123485553","adnanahmed21@gmail.com","House No. 307, Street 9, E-11","Islamabad","Islamabad Capital Territory","44000","2019-04-05","61%",53,81,63,NA,49,NA, 67, 63,NA,NA,NA,NA,NA,43,NA,419,700,59.86,"C","Pass","Paid","Self","No","Allergic to penicillin.","fahad.ahmed","uGBIS9qd$o","2026-07-16T19:18:36.292Z","2026-07-16T19:18:36.292Z"
"STD526463","ADM487553", 9,"Hamza","Siddiqui","Male","2012-02-11",14,"Class 8","A","B+","Christianity","Pakistani","Hamza Siddiqui","Bushra Siddiqui","Hamza Siddiqui","+923458908287","hamzasiddiqui73@gmail.com","House No. 59, Street 12, E-11","Islamabad","Islamabad Capital Territory","44000","2019-04-05","77%",80,97,57,NA,47,NA, 90, 88,NA,NA,NA,NA,NA,NA,88,547,700,78.14,"A","Pass","Paid","Self","No","Mild dust allergy.","hamza.siddiqui642","1EQUTzCPp!","2026-07-16T19:18:36.292Z","2026-07-16T19:18:36.292Z"
"STD713460","ADM751904",10,"Sana","Ahmed","Female","2012-02-24",14,"Class 8","A","O+","Islam","Pakistani","Faisal Ahmed","Kiran Ahmed","Faisal Ahmed","+923217425517","faisalahmed19@gmail.com","House No. 440, Avenue 10, Adyala Road","Rawalpindi","Punjab","46000","2019-04-05","66%",67,64,98,NA,59,NA, 96, 87,NA,NA,NA,NA,NA,78,NA,549,700,78.43,"A","Pass","Paid","Self","No","No known medical conditions or allergies.","sana.ahmed","7ynD#g#7VF","2026-07-16T19:18:36.292Z","2026-07-16T19:18:36.292Z"
"STD800711","ADM673521",11,"Rimsha","Mughal","Female","2012-11-19",14,"Class 8","B","O+","Christianity","Pakistani","Zain Mughal","Saba Mughal","Zain Mughal","+923001726470","zainmughal11@gmail.com","House No. 193, Avenue 2, University Town","Peshawar","Khyber Pakhtunkhwa","25000","2019-04-05","97%",80,53,62,NA,47,NA, 44, 94,NA,NA,NA,NA,NA,NA,64,444,700,63.43,"B","Pass","Paid","School Van","No","No medical conditions.","rimsha.mughal77","TFj$r3sPR3","2026-07-16T19:18:36.292Z","2026-07-16T19:18:36.292Z"
"STD128478","ADM313877",12,"Fiza","Raza","Female","2013-12-13",13,"Class 8","B","O-","Christianity","Pakistani","Haris Raza","Saba Raza","Haris Raza","+923334258747","harisraza42@gmail.com","House No. 122, Lane 9, Gulshan-e-Iqbal","Karachi","Sindh","74200","2019-04-05","92%",97,80,66,NA,62,NA, 50, 45,NA,NA,NA,NA,NA,NA,100,500,700,71.43,"A","Pass","Paid","School Van","No","Mild seasonal asthma; carries inhaler.","fiza.raza","fnEDsv9CfA","2026-07-16T19:18:36.292Z","2026-07-16T19:18:36.292Z"
"STD736940","ADM989102",13,"Hassan","Ali","Male","2012-12-27",14,"Class 8","B","O+","Islam","Pakistani","Fahad Ali","Sara Ali","Fahad Ali","+923456922132","fahadali22@gmail.com","House No. 402, Street 8, Citizen Colony","Hyderabad","Sindh","71000","2019-04-05","76%",71,80,49,NA,88,NA, 67, 69,NA,NA,NA,NA,NA,34,NA,458,700,65.43,"B","Pass","Paid","Self","No","Mild seasonal asthma; carries inhaler.","hassan.ali","8an8dvWuKA","2026-07-16T19:18:36.292Z","2026-07-16T19:18:36.292Z"
"STD507570","ADM060750",14,"Fatima","Ali","Female","2013-02-09",13,"Class 8","B","O+","Hinduism","Pakistani","Muhammad Ali","Sara Ali","Faisal Ali","+923337850329","muhammadali78@gmail.com","House No. 327, Street 4, Chaklala Scheme III","Rawalpindi","Punjab","46000","2019-04-05","65%",53,65,39,NA,37,NA, 66, 51,NA,NA,NA,NA,NA,NA,72,383,700,54.71,"C","Pass","Unpaid","School Van","No","No medical conditions.","fatima.ali","pLvl1YFu7c","2026-07-16T19:18:36.292Z","2026-07-16T19:18:36.292Z"
"STD366287","ADM547383",15,"Sana","Abbasi","Female","2012-09-10",14,"Class 8","B","B-","Hinduism","Pakistani","Usman Abbasi","Iqra Abbasi","Zain Abbasi","+923129695561","usmanabbasi95@gmail.com","House No. 308, Sector-Street 3, Qasimabad","Hyderabad","Sindh","71000","2019-04-05","91%",79,96,70,NA,87,NA, 84, 77,NA,NA,NA,NA,NA,NA,58,551,700,78.71,"A","Pass","Unpaid","School Van","No","Allergic to penicillin.","sana.abbasi","4WY#HYZ$dF","2026-07-16T19:18:36.292Z","2026-07-16T19:18:36.292Z"
"STD945817","ADM700735",16,"Mariam","Butt","Female","2012-07-13",14,"Class 8","B","AB-","Islam","Pakistani","Hussain Butt","Sidra Butt","Hussain Butt","+923001170013","hussainbutt86@gmail.com","House No. 117, Road 10, E-11","Islamabad","Islamabad Capital Territory","44000","2019-04-05","72%",61,52,65,NA,59,NA, 77, 86,NA,NA,NA,NA,NA,52,NA,452,700,64.57,"B","Pass","Paid","School Van","Yes","Mild seasonal asthma; carries inhaler.","mariam.butt","a7JeGX$0kG","2026-07-16T19:18:36.292Z","2026-07-16T19:18:36.292Z"
"STD536317","ADM001766",17,"Ushna","Shah","Female","2012-07-22",14,"Class 8","B","B-","Islam","Pakistani","Mustafa Shah","Fiza Shah","Mustafa Shah","+923334019401","mustafashah70@gmail.com","House No. 346, Street 1, Hayatabad Phase 1","Peshawar","Khyber Pakhtunkhwa","25000","2019-04-05","62%",92,64,96,NA,60,NA, 53, 48,NA,NA,NA,NA,NA,58,NA,471,700,67.29,"B","Pass","Paid","Self","No","Mild dust allergy.","ushna.shah","#BySquuB50","2026-07-16T19:18:36.292Z","2026-07-16T19:18:36.292Z"
"STD102962","ADM381496",18,"Sara","Shah","Female","2012-12-27",14,"Class 8","B","B+","Islam","Pakistani","Abdullah Shah","Laiba Shah","Abdullah Shah","+923215047323","abdullahshah13@gmail.com","House No. 298, Street 8, Satellite Town","Rawalpindi","Punjab","46000","2019-04-05","71%",57,86,33,NA,65,NA, 80, 69,NA,NA,NA,NA,NA,80,NA,470,700,67.14,"B","Pass","Paid","Self","No","No medical conditions.","sara.shah","XCOskyDi2I","2026-07-16T19:18:36.292Z","2026-07-16T19:18:36.292Z"
"STD462026","ADM209575",19,"Anum","Zaidi","Female","2013-02-19",13,"Class 8","B","A-","Islam","Pakistani","Abdullah Zaidi","Mariam Zaidi","Hassan Zaidi","+923025073554","abdullahzaidi98@gmail.com","House No. 305, Sector-Street 7, Samanabad","Faisalabad","Punjab","38000","2019-04-05","73%",54,89,89,NA,90,NA, 82, 95,NA,NA,NA,NA,NA,87,NA,586,700,83.71,"A+","Pass","Paid","Self","No","Mild seasonal asthma; carries inhaler.","anum.zaidi","u37rxcu5$O","2026-07-16T19:18:36.292Z","2026-07-16T19:18:36.292Z"
